	contig_id	contig_length	checkv_quality	completeness	contamination	provirus
101	A1_viral_merged_193	3005	Complete	100	0	No
102	A1_viral_merged_195	2836	Medium-quality	68.15	0	No
103	A1_viral_merged_196	2820	Complete	100	0	No
104	A1_viral_merged_198	2804	Complete	100	0	No
105	A1_viral_merged_199	2767	Medium-quality	66.49	0	No
106	A1_viral_merged_2	18779	Low-quality	29.8	0	No
107	A1_viral_merged_20	8472	Low-quality	12.55	0	No
108	A1_viral_merged_200	2766	Complete	100	0	No
109	A1_viral_merged_201	2748	Medium-quality	66.04	0	No
110	A1_viral_merged_202	2733	Complete	100	0	No
111	A1_viral_merged_203	2709	Complete	100	0	No
112	A1_viral_merged_204	2708	Complete	100	0	No
113	A1_viral_merged_205	2684	Complete	100	0	No
114	A1_viral_merged_206	2645	Complete	100	0	No
115	A1_viral_merged_208	2613	Complete	100	0	No
116	A1_viral_merged_209	2613	Complete	100	0	No
117	A1_viral_merged_21	8383	Low-quality	17.49	0	No
118	A1_viral_merged_210	2611	Complete	100	0	No
119	A1_viral_merged_211	2595	Complete	100	0	No
120	A1_viral_merged_212	2591	Complete	100	0	No
121	A1_viral_merged_213	2591	Complete	100	0	No
122	A1_viral_merged_214	2587	Complete	100	0	No
123	A1_viral_merged_215	2586	Complete	100	0	No
124	A1_viral_merged_216	2578	Complete	100	0	No
125	A1_viral_merged_217	2575	Complete	100	0	No
126	A1_viral_merged_218	2573	Complete	100	0	No
127	A1_viral_merged_219	2559	Complete	100	0	No
128	A1_viral_merged_22	8358	High-quality	100	0	No
129	A1_viral_merged_220	2554	Complete	100	0	No
130	A1_viral_merged_222	2526	Not-determined	0	0	No
131	A1_viral_merged_224	2523	Complete	100	0	No
132	A1_viral_merged_225	2520	Complete	100	0	No
133	A1_viral_merged_226	2514	Medium-quality	78.49	0	No
134	A1_viral_merged_227	2490	Complete	100	0	No
135	A1_viral_merged_228	2480	Complete	100	0	No
136	A1_viral_merged_229	2435	Complete	100	0	No
137	A1_viral_merged_23	8259	High-quality	100	0	No
138	A1_viral_merged_230	2423	Not-determined	0	0	No
139	A1_viral_merged_231	2413	Complete	100	0	No
140	A1_viral_merged_232	2411	Medium-quality	58.44	0	No
141	A1_viral_merged_233	2397	Complete	100	0	No
142	A1_viral_merged_234	2391	Not-determined	0	0	No
143	A1_viral_merged_235	2361	Complete	100	0	No
144	A1_viral_merged_236	2358	Complete	100	0	No
145	A1_viral_merged_237	2341	Complete	100	0	No
146	A1_viral_merged_238	2334	Complete	100	0	No
147	A1_viral_merged_239	2331	Medium-quality	72.78	0	No
148	A1_viral_merged_240	2328	Complete	100	0	No
149	A1_viral_merged_241	2326	Not-determined	0	0	No
150	A1_viral_merged_242	2319	Complete	100	0	No
151	A1_viral_merged_243	2299	Complete	100	0	No
152	A1_viral_merged_244	2290	Complete	100	0	No
153	A1_viral_merged_245	2273	Complete	100	0	No
154	A1_viral_merged_246	2272	Complete	100	0	No
155	A1_viral_merged_247	2268	Medium-quality	61.24	0	No
156	A1_viral_merged_248	2266	Complete	100	0	No
157	A1_viral_merged_25	8199	High-quality	100	0	No
158	A1_viral_merged_250	2244	Complete	100	0	No
159	A1_viral_merged_251	2233	Medium-quality	53.66	0	No
160	A1_viral_merged_252	2232	Medium-quality	59.78	0	No
161	A1_viral_merged_253	2221	Complete	100	0	No
162	A1_viral_merged_254	2221	Complete	100	0	No
163	A1_viral_merged_255	2213	Medium-quality	53.18	0	No
164	A1_viral_merged_256	2204	Medium-quality	52.96	0	No
165	A1_viral_merged_257	2198	Medium-quality	67.24	0	No
166	A1_viral_merged_258	2184	Low-quality	11.25	0	No
167	A1_viral_merged_259	2178	Medium-quality	68.01	0	No
168	A1_viral_merged_26	8179	High-quality	100	0	No
169	A1_viral_merged_260	2149	Complete	100	0	No
170	A1_viral_merged_261	2127	Medium-quality	65.07	0	No
171	A1_viral_merged_262	2119	Medium-quality	69.16	0	No
172	A1_viral_merged_263	2113	Complete	100	0	No
173	A1_viral_merged_264	2104	Medium-quality	56.61	0	No
174	A1_viral_merged_265	2081	Medium-quality	50.01	0	No
175	A1_viral_merged_266	2081	Medium-quality	50.01	0	No
176	A1_viral_merged_267	2071	Low-quality	49.77	0	No
177	A1_viral_merged_268	2071	Complete	100	0	No
178	A1_viral_merged_27	8170	Low-quality	8.52	0	No
179	A1_viral_merged_270	2060	Complete	100	0	No
180	A1_viral_merged_271	2055	Low-quality	49.38	0	No
181	A1_viral_merged_272	2054	Not-determined	0	0	No
182	A1_viral_merged_273	2048	Complete	100	0	No
183	A1_viral_merged_274	2039	Complete	100	0	No
184	A1_viral_merged_275	2024	Low-quality	48.64	0	No
185	A1_viral_merged_276	2015	Complete	100	0	No
186	A1_viral_merged_278	1998	Low-quality	48.01	0	No
187	A1_viral_merged_279	1985	Complete	100	0	No
188	A1_viral_merged_28	8123	Not-determined	0	0	No
189	A1_viral_merged_281	1963	Medium-quality	51.74	0	No
190	A1_viral_merged_282	1955	Medium-quality	71.82	0	No
191	A1_viral_merged_283	1954	Complete	100	0	No
192	A1_viral_merged_284	1948	Medium-quality	66.21	0	No
193	A1_viral_merged_285	1936	Low-quality	46.52	0	No
194	A1_viral_merged_286	1919	Low-quality	46.11	0	No
195	A1_viral_merged_287	1913	Complete	100	0	No
196	A1_viral_merged_288	1908	Low-quality	45.85	0	No
197	A1_viral_merged_29	8034	Low-quality	13.42	0	No
198	A1_viral_merged_290	1883	Low-quality	49.6	0	No
199	A1_viral_merged_291	1883	Complete	100	0	No
200	A1_viral_merged_292	1874	Medium-quality	66.07	0	No
201	A1_viral_merged_293	1863	Low-quality	44.77	0	No
202	A1_viral_merged_294	1860	Complete	100	0	No
203	A1_viral_merged_295	1852	Complete	100	0	No
204	A1_viral_merged_296	1851	Medium-quality	56.09	0	No
205	A1_viral_merged_297	1851	Low-quality	44.48	0	No
206	A1_viral_merged_298	1779	Medium-quality	54.42	0	No
207	A1_viral_merged_3	13578	Low-quality	13.28	0	No
208	A1_viral_merged_30	7957	High-quality	100	0	No
209	A1_viral_merged_301	1719	Low-quality	41.31	0	No
210	A1_viral_merged_302	1705	Low-quality	40.97	0	No
211	A1_viral_merged_303	1702	Low-quality	38.24	0	No
212	A1_viral_merged_305	1679	Low-quality	37.64	0	No
213	A1_viral_merged_306	1677	Not-determined	0	0	No
214	A1_viral_merged_307	1662	Complete	100	0	No
215	A1_viral_merged_309	1617	Medium-quality	66.61	0	No
216	A1_viral_merged_31	7833	High-quality	100	0	No
217	A1_viral_merged_310	1587	Low-quality	8.99	0	No
218	A1_viral_merged_312	1583	Low-quality	35.43	0	No
219	A1_viral_merged_314	1550	Low-quality	37.25	0	No
220	A1_viral_merged_317	1527	Low-quality	48.29	0	No
221	A1_viral_merged_319	1525	Low-quality	36.65	0	No
222	A1_viral_merged_32	7713	Low-quality	4.7	0	No
223	A1_viral_merged_320	1517	Low-quality	36.45	0	No
224	A1_viral_merged_33	7685	High-quality	100	0	No
225	A1_viral_merged_34	7660	High-quality	98.75	0	No
226	A1_viral_merged_35	7216	High-quality	100	0	No
227	A1_viral_merged_36	7200	High-quality	100	0	No
228	A1_viral_merged_37	7128	Low-quality	20.52	0	No
229	A1_viral_merged_38	7008	Low-quality	16.71	0	No
230	A1_viral_merged_39	6875	Low-quality	21.42	0	No
231	A1_viral_merged_4	12083	High-quality	100	0	No
232	A1_viral_merged_40	6816	High-quality	100	0	No
233	A1_viral_merged_41	6774	High-quality	100	0	No
234	A1_viral_merged_42	6684	High-quality	100	0	No
235	A1_viral_merged_43	6654	Complete	100	0	No
236	A1_viral_merged_44	6601	Complete	100	0	No
237	A1_viral_merged_45	6595	Complete	100	0	No
238	A1_viral_merged_46	6507	Complete	100	0	No
239	A1_viral_merged_47	6484	High-quality	100	0	No
240	A1_viral_merged_48	6407	High-quality	99.26	0	No
241	A1_viral_merged_49	6402	Complete	100	0	No
242	A1_viral_merged_5	11973	High-quality	100	0	No
243	A1_viral_merged_50	6362	High-quality	100	0	No
244	A1_viral_merged_51	6347	High-quality	100	0	No
245	A1_viral_merged_52	6326	High-quality	100	0	No
246	A1_viral_merged_53	6317	Complete	100	0	No
247	A1_viral_merged_54	6293	High-quality	99.33	0	No
248	A1_viral_merged_55	6274	Low-quality	10.62	0	No
249	A1_viral_merged_56	6265	Complete	100	0	No
250	A1_viral_merged_57	6264	Complete	100	0	No
251	A1_viral_merged_58	6261	High-quality	100	0	No
252	A1_viral_merged_59	6230	Complete	100	0	No
253	A1_viral_merged_6	11245	Low-quality	11.13	0	No
254	A1_viral_merged_60	6201	Medium-quality	52.96	0	No
255	A1_viral_merged_61	6197	High-quality	100	0	No
256	A1_viral_merged_62	6165	Low-quality	11.72	0	No
257	A1_viral_merged_63	6145	Complete	100	0	No
258	A1_viral_merged_64	6144	High-quality	98.57	0	No
259	A1_viral_merged_65	6128	Complete	100	0	No
260	A1_viral_merged_66	6117	High-quality	100	0	No
261	A1_viral_merged_67	6113	High-quality	100	0	No
262	A1_viral_merged_68	6110	High-quality	100	0	No
263	A1_viral_merged_69	6103	Complete	100	0	No
264	A1_viral_merged_7	11172	High-quality	100	0	No
265	A1_viral_merged_70	6103	High-quality	96.86	0	No
266	A1_viral_merged_71	6085	High-quality	100	0	No
267	A1_viral_merged_72	6069	Complete	100	0	No
268	A1_viral_merged_73	6034	High-quality	99.41	0	No
269	A1_viral_merged_74	6019	High-quality	95.17	0	No
270	A1_viral_merged_75	6005	Complete	100	0	No
271	A1_viral_merged_76	5995	High-quality	100	0	No
272	A1_viral_merged_77	5993	Complete	100	0	No
273	A1_viral_merged_78	5985	High-quality	97.21	0	No
274	A1_viral_merged_79	5978	Complete	100	0	No
275	A1_viral_merged_8	11144	High-quality	100	0	No
276	A1_viral_merged_80	5954	Complete	100	0	No
277	A1_viral_merged_81	5951	High-quality	93.99	0	No
278	A1_viral_merged_82	5939	High-quality	100	0	No
279	A1_viral_merged_83	5929	High-quality	95.69	0	No
280	A1_viral_merged_84	5867	High-quality	100	0	No
281	A1_viral_merged_85	5864	High-quality	100	0	No
282	A1_viral_merged_86	5850	High-quality	93.32	0	No
283	A1_viral_merged_87	5826	High-quality	100	0	No
284	A1_viral_merged_88	5792	High-quality	100	0	No
285	A1_viral_merged_89	5790	Low-quality	5.71	0	No
286	A1_viral_merged_9	10953	High-quality	100	0	No
287	A1_viral_merged_90	5761	High-quality	94.96	0	No
288	A1_viral_merged_91	5752	High-quality	100	0	No
289	A1_viral_merged_92	5674	Medium-quality	83.15	0	No
290	A1_viral_merged_93	5658	High-quality	100	0	No
291	A1_viral_merged_94	5658	High-quality	95.47	0	No
292	A1_viral_merged_95	5645	High-quality	98.01	0	No
293	A1_viral_merged_96	5641	High-quality	94.7	0	No
294	A1_viral_merged_97	5631	Medium-quality	89.32	0	No
295	A1_viral_merged_98	5619	High-quality	100	0	No
296	A1_viral_merged_99	5590	Complete	100	0	No
297	A9_viral_merged_1	111884	Complete	100	0	No
298	A9_viral_merged_10	20376	Low-quality	23.6	0	No
299	A9_viral_merged_100	4430	Complete	100	0	No
300	A9_viral_merged_101	4360	Complete	100	0	No
301	A9_viral_merged_102	4355	Complete	100	0	No
302	A9_viral_merged_103	4237	Complete	100	0	No
303	A9_viral_merged_105	4038	Complete	100	0	No
304	A9_viral_merged_106	3692	Complete	100	0	No
305	A9_viral_merged_108	3487	Complete	100	0	No
306	A9_viral_merged_109	3414	Complete	100	0	No
307	A9_viral_merged_11	20019	Low-quality	27.44	0	No
308	A9_viral_merged_110	3366	Complete	100	0	No
309	A9_viral_merged_111	3313	Complete	100	0	No
310	A9_viral_merged_112	3292	Medium-quality	87.1	0	No
311	A9_viral_merged_113	3251	Complete	100	0	No
312	A9_viral_merged_114	3211	Medium-quality	77.16	0	No
313	A9_viral_merged_116	2977	Medium-quality	71.54	0	No
314	A9_viral_merged_119	2864	Complete	100	0	No
315	A9_viral_merged_12	19481	Low-quality	37.65	0	No
316	A9_viral_merged_120	2811	Medium-quality	67.55	0	No
317	A9_viral_merged_121	2767	Complete	100	0	No
318	A9_viral_merged_122	2712	Medium-quality	65.17	0	No
319	A9_viral_merged_123	2673	Medium-quality	70.41	0	No
320	A9_viral_merged_124	2666	Complete	100	0	No
321	A9_viral_merged_127	2586	Complete	100	0	No
322	A9_viral_merged_128	2556	Complete	100	0	No
323	A9_viral_merged_129	2546	Complete	100	0	No
324	A9_viral_merged_13	14850	Low-quality	39.67	0	No
325	A9_viral_merged_131	2526	Not-determined	0	0	No
326	A9_viral_merged_132	2526	Not-determined	0	0	No
327	A9_viral_merged_133	2526	Not-determined	0	0	No
328	A9_viral_merged_134	2523	Not-determined	0	0	No
329	A9_viral_merged_135	2520	Complete	100	0	No
330	A9_viral_merged_136	2515	Medium-quality	78.52	0	No
331	A9_viral_merged_138	2503	Medium-quality	60.15	0	No
332	A9_viral_merged_139	2443	Low-quality	31.62	0	No
333	A9_viral_merged_141	2404	Complete	100	0	No
334	A9_viral_merged_143	2363	Medium-quality	56.78	0	No
335	A9_viral_merged_144	2355	Medium-quality	74.55	0	No
336	A9_viral_merged_145	2341	Medium-quality	56.26	0	No
337	A9_viral_merged_146	2330	Complete	100	0	No
338	A9_viral_merged_147	2329	Complete	100	0	No
339	A9_viral_merged_148	2326	Not-determined	0	0	No
340	A9_viral_merged_149	2303	Medium-quality	55.34	0	No
341	A9_viral_merged_15	12874	Low-quality	19.48	0	No
342	A9_viral_merged_150	2286	Medium-quality	54.93	0	No
343	A9_viral_merged_151	2272	Complete	100	0	No
344	A9_viral_merged_152	2268	Medium-quality	60.74	0	No
345	A9_viral_merged_153	2267	Low-quality	34.08	0	No
346	A9_viral_merged_154	2256	Medium-quality	54.21	0	No
347	A9_viral_merged_155	2238	Medium-quality	53.78	0	No
348	A9_viral_merged_156	2234	Complete	100	0	No
349	A9_viral_merged_157	2232	Medium-quality	59.78	0	No
350	A9_viral_merged_158	2224	Complete	100	0	No
351	A9_viral_merged_159	2223	Medium-quality	53.42	0	No
352	A9_viral_merged_16	12223	Low-quality	3.56	0	No
353	A9_viral_merged_160	2204	Medium-quality	52.96	0	No
354	A9_viral_merged_161	2193	Medium-quality	52.7	0	No
355	A9_viral_merged_163	2170	Medium-quality	52.15	0	No
356	A9_viral_merged_164	2165	Complete	100	0	No
357	A9_viral_merged_165	2162	Low-quality	30.89	0	No
358	A9_viral_merged_166	2127	Medium-quality	70.38	0	No
359	A9_viral_merged_167	2105	Medium-quality	56.84	0	No
360	A9_viral_merged_168	2099	Medium-quality	64.21	0	No
361	A9_viral_merged_17	11819	Low-quality	11.03	0	No
362	A9_viral_merged_170	2051	Complete	100	0	No
363	A9_viral_merged_172	2025	Low-quality	48.66	0	No
364	A9_viral_merged_173	2024	Low-quality	48.64	0	No
365	A9_viral_merged_178	1952	Complete	100	0	No
366	A9_viral_merged_179	1892	Complete	100	0	No
367	A9_viral_merged_180	1883	Complete	100	0	No
368	A9_viral_merged_181	1882	Medium-quality	59.58	0	No
369	A9_viral_merged_182	1815	Low-quality	43.62	0	No
370	A9_viral_merged_183	1778	Medium-quality	68.92	0	No
371	A9_viral_merged_185	1746	Medium-quality	73.55	0	No
372	A9_viral_merged_188	1703	Low-quality	45.06	0	No
373	A9_viral_merged_189	1677	Not-determined	0	0	No
374	A9_viral_merged_19	11591	Low-quality	10.34	0	No
375	A9_viral_merged_191	1635	Medium-quality	67.35	0	No
376	A9_viral_merged_193	1596	Medium-quality	58.05	0	No
377	A9_viral_merged_194	1588	Medium-quality	66.89	0	No
378	A9_viral_merged_195	1587	Low-quality	8.99	0	No
379	A9_viral_merged_199	1581	Not-determined	0	0	No
380	A9_viral_merged_2	52713	Medium-quality	78.99	0	No
381	A9_viral_merged_20	11462	Low-quality	6.47	0	No
382	A9_viral_merged_204	1525	Low-quality	36.65	0	No
383	A9_viral_merged_21	11368	Low-quality	22.89	0	No
384	A9_viral_merged_22	11317	Low-quality	15.13	0	No
385	A9_viral_merged_26	10632	Low-quality	26.5	0	No
386	A9_viral_merged_27	10124	Low-quality	14.97	0	No
387	A9_viral_merged_28	9977	Low-quality	26.13	0	No
388	A9_viral_merged_29	9840	Low-quality	11.92	0	No
389	A9_viral_merged_3	47499	Low-quality	42.66	0	No
390	A9_viral_merged_30	9182	Low-quality	15.16	0	No
391	A9_viral_merged_31	8954	Low-quality	22.45	0	No
392	A9_viral_merged_33	8344	High-quality	93.32	0	No
393	A9_viral_merged_34	7966	Low-quality	11.27	0	No
394	A9_viral_merged_35	7645	Low-quality	16.4	0	No
395	A9_viral_merged_36	7637	Low-quality	7.69	0	No
396	A9_viral_merged_38	7549	Low-quality	18	0	No
397	A9_viral_merged_39	7531	Low-quality	18.03	0	No
398	A9_viral_merged_4	43009	High-quality	97.85	0	No
399	A9_viral_merged_40	7210	Low-quality	11.79	0	No
400	A9_viral_merged_41	7198	Low-quality	7.47	0	No
401	A9_viral_merged_42	7190	Low-quality	13.13	0	No
402	A9_viral_merged_43	7019	Low-quality	13.57	0	No
403	A9_viral_merged_44	6894	Low-quality	7.55	0	No
404	A9_viral_merged_45	6876	Low-quality	17.22	0	No
405	A9_viral_merged_46	6719	Low-quality	9.07	0	No
406	A9_viral_merged_47	6522	Low-quality	17.4	0	No
407	A9_viral_merged_5	32646	Low-quality	45.03	0	No
408	A9_viral_merged_51	6158	Low-quality	9.23	0	No
409	A9_viral_merged_52	6050	Low-quality	3.44	0	No
410	A9_viral_merged_53	6038	Low-quality	4.06	0	No
411	A9_viral_merged_55	5935	Low-quality	8.29	0	No
412	A9_viral_merged_56	5916	Low-quality	4.09	0	No
413	A9_viral_merged_57	5890	Medium-quality	59.6	0	No
414	A9_viral_merged_59	5745	Medium-quality	64.25	0	No
415	A9_viral_merged_6	30371	Low-quality	40.8	0	No
416	A9_viral_merged_62	5696	Low-quality	9.82	0	No
417	A9_viral_merged_63	5678	Low-quality	8.11	0	No
418	A9_viral_merged_64	5619	Low-quality	8.09	0	No
419	A9_viral_merged_66	5593	Complete	100	0	No
420	A9_viral_merged_69	5559	Low-quality	9.82	0	No
421	A9_viral_merged_7	29377	Low-quality	37.57	0	No
422	A9_viral_merged_70	5462	Low-quality	10.6	0	No
423	A9_viral_merged_72	5411	Low-quality	2.93	0	No
424	A9_viral_merged_74	5305	Low-quality	3.07	0	No
425	A9_viral_merged_75	5262	Low-quality	8.66	0	No
426	A9_viral_merged_78	5135	Low-quality	2.68	0	No
427	A9_viral_merged_79	5132	Complete	100	0	No
428	A9_viral_merged_8	28960	Low-quality	27.06	0	No
429	A9_viral_merged_80	5132	Low-quality	2.73	0	No
430	A9_viral_merged_81	5108	Medium-quality	51.86	0	No
431	A9_viral_merged_83	5064	High-quality	100	0	No
432	A9_viral_merged_85	4942	Complete	100	0	No
433	A9_viral_merged_86	4802	High-quality	100	0	No
434	A9_viral_merged_87	4764	Complete	100	0	No
435	A9_viral_merged_88	4721	Complete	100	0	No
436	A9_viral_merged_89	4696	Complete	100	0	No
437	A9_viral_merged_9	27018	Low-quality	40.3	0	No
438	A9_viral_merged_90	4666	Complete	100	0	No
439	A9_viral_merged_91	4643	Complete	100	0	No
440	A9_viral_merged_92	4609	Complete	100	0	No
441	A9_viral_merged_93	4581	Complete	100	0	No
442	A9_viral_merged_94	4580	Complete	100	0	No
443	A9_viral_merged_95	4580	Complete	100	0	No
444	A9_viral_merged_97	4522	Complete	100	0	No
445	A9_viral_merged_98	4510	Complete	100	0	No
446	A9_viral_merged_99	4459	Complete	100	0	No
447	A2_viral_merged_1	24103	Low-quality	46.79	0	No
448	A2_viral_merged_10	10994	High-quality	100	0	No
449	A2_viral_merged_100	6293	High-quality	100	0	No
450	A2_viral_merged_101	6277	High-quality	100	0	No
451	A2_viral_merged_102	6274	Complete	100	0	No
452	A2_viral_merged_103	6270	Complete	100	0	No
453	A2_viral_merged_104	6268	High-quality	99.54	0	No
454	A2_viral_merged_105	6265	Complete	100	0	No
455	A2_viral_merged_106	6265	High-quality	100	0	No
456	A2_viral_merged_107	6260	High-quality	100	0	No
457	A2_viral_merged_108	6253	High-quality	100	0	No
458	A2_viral_merged_109	6247	Complete	100	0	No
459	A2_viral_merged_11	10886	Low-quality	31.37	0	No
460	A2_viral_merged_110	6242	Complete	100	0	No
461	A2_viral_merged_111	6230	Complete	100	0	No
462	A2_viral_merged_112	6227	High-quality	100	0	No
463	A2_viral_merged_113	6223	High-quality	100	0	No
464	A2_viral_merged_114	6223	High-quality	100	0	No
465	A2_viral_merged_115	6211	High-quality	100	0	No
466	A2_viral_merged_116	6210	High-quality	99.78	0	No
467	A2_viral_merged_117	6206	Low-quality	14.78	0	No
468	A2_viral_merged_118	6191	High-quality	99.74	0	No
469	A2_viral_merged_119	6177	High-quality	99.15	0	No
470	A2_viral_merged_12	10871	Low-quality	13.11	0	No
471	A2_viral_merged_120	6171	High-quality	99.45	0	No
472	A2_viral_merged_121	6169	Medium-quality	87.95	0	No
473	A2_viral_merged_122	6160	High-quality	100	0	No
474	A2_viral_merged_123	6145	Complete	100	0	No
475	A2_viral_merged_124	6143	Medium-quality	52.19	0	No
476	A2_viral_merged_125	6141	High-quality	98.43	0	No
477	A2_viral_merged_126	6133	High-quality	97.07	0	No
478	A2_viral_merged_127	6128	Complete	100	0	No
479	A2_viral_merged_128	6107	Complete	100	0	No
480	A2_viral_merged_129	6104	High-quality	100	0	No
481	A2_viral_merged_130	6100	High-quality	100	0	No
482	A2_viral_merged_131	6095	High-quality	100	0	No
483	A2_viral_merged_132	6082	High-quality	96.06	0	No
484	A2_viral_merged_133	6076	High-quality	100	0	No
485	A2_viral_merged_134	6071	High-quality	100	0	No
486	A2_viral_merged_135	6069	Complete	100	0	No
487	A2_viral_merged_136	6069	High-quality	100	0	No
488	A2_viral_merged_137	6058	Complete	100	0	No
489	A2_viral_merged_138	6035	High-quality	100	0	No
490	A2_viral_merged_139	6029	Complete	100	0	No
491	A2_viral_merged_14	10335	High-quality	93.2	0	No
492	A2_viral_merged_140	6019	High-quality	100	0	No
493	A2_viral_merged_141	6017	High-quality	100	0	No
494	A2_viral_merged_142	6016	Medium-quality	84.67	0	No
495	A2_viral_merged_143	6012	Complete	100	0	No
496	A2_viral_merged_144	6007	Complete	100	0	No
497	A2_viral_merged_145	6005	Complete	100	0	No
